plot_ID,SITE,line,genotype,location,lib_ID,BIOMASS,TC,AREA,SLA,FRESH,DRY,RWC,OP,MDWP,Group,Population
B1701,BFL,PAB.1.F,PAB1,Filipes,PD22-20,NA,26,2.82,225.6,0.038,0.0125,88.23529412,524,12.5,Coastal_BFL,FIL
B1704,BFL,BAN.17.G1,BAN17,CenTex,PD22-22,34.89,160,4.4,247.1910112,0.055,0.0178,90.29126214,403,12.5,CenTex_BFL,HAL_I
B1705,BFL,CCL.1.F,CCL1,West,PD14-16,NA,NA,3.32,245.9259259,0.0404,0.0135,89.36877076,480,11.5,West_BFL,HAL_I
B1706,BFL,PDS.1.G1,PDS1,West,PD22-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_BFL,HAL_I
B1707,BFL,PIN.1.G2,PIN1,West,PD22-24,NA,NA,4.97,236.6666667,0.644,0.021,NA,466,13,West_BFL,HAL_I
B1708,BFL,SEM.2A.G2,SEM2A,TexMex,PD3-26,1.59,39,1.71,192.1348315,0.0231,0.0089,88.75,1090,10.5,TexMex_BFL,HAL_II
B1709,BFL,COL.6.G1,COL6,Sym,PD22-25,33.89,135,4.26,266.25,0.504,0.016,NA,884,11.5,Sym_BFL,HAL_II
B1711,BFL,LAR.1A.G2,LAR1A,Filipes,PD22-26,28.29,63,4.61,256.1111111,0.0455,0.018,87.02531646,365,15.5,Filipes_BFL,FIL
B1712,BFL,LBY.3.G2,LBY3,West,PD8-28,1.89,28,NA,NA,NA,NA,NA,482,12.5,West_BFL,HAL_I
B1713,BFL,PDL.4.G1,PDL4,West,PD22-27,58.29,235,9.25,219.7149644,0.1354,0.0421,95.79055441,390,14.5,West_BFL,HAL_I
B1714,BFL,LAR.1A.G2,LAR1A,Filipes,PD22-28,144.4,247,12.72,223.943662,0.1514,0.0568,86.78899083,449,15.5,Filipes_BFL,FIL
B1715,BFL,NDD.1.G1,NDD1,TexMex,PD2-29,19.29,198,7.79,210.5405405,0.1015,0.037,89.08839779,434,15.5,TexMex_BFL,HAL_II
B1716,BFL,WBW.16.G4,WBW16,Sym,PD22-29,108,401,7.17,208.4302326,0.1029,0.0344,91.4552737,428,13,Sym_BFL,HAL_II
B1717,BFL,GMO.5.G1,GMO5,West,PD8-25,54.69,108,14.18,253.2142857,0.1856,0.056,83.82923674,479,11.5,West_BFL,HAL_I
B1718,BFL,PDB.2.G2,PDB2,West,PD22-30,34.29,101,9.55,218.5354691,0.1407,0.0437,90.73900842,356,13.5,West_BFL,HAL_I
B1720,BFL,GNF.1.G1,GNF1,Filipes,PD24-10,164.9,304,7.67,198.7046632,0.1041,0.0386,83.01647655,492,16,Filipes_BFL,FIL
B1726,BFL,GMO.5.G1,GMO5,West,PD8-26,25.19,101,8.98,198.2339956,0.1379,0.0453,92.32303091,344,13.5,West_BFL,HAL_I
B1727,BFL,HDS.1.G1,HDS1,CenTex,PD23-6,7.09,54,4.24,247.9532164,0.0463,0.0171,75.06426735,359,15,CenTex_BFL,HAL_I
B1728,BFL,KIC.6.G3,KIC6,TexMex,PD23-7,121.39,464,3.48,210.9090909,0.0427,0.0165,89.41979522,347,14.5,TexMex_BFL,HAL_II
B1729,BFL,BOS.3.G1,BOS3,West,PD14-18,107.29,333,7.19,184.3589744,0.102,0.039,92.64705882,312,15.5,West_BFL,HAL_I
B1730,BFL,CLD.3.G1,CLD3,West,PD14-19,44.79,127,8.97,231.7829457,0.1276,0.0387,91.55509784,304,13,West_BFL,HAL_I
B1731,BFL,STW.12.G1,STW12,CenTex,PD23-8,80.29,389,5.26,213.8211382,0.0722,0.0246,84.6975089,453,15,CenTex_BFL,HAL_I
B1732,BFL,PRT.4.G1,PRT4,West,PD7-23,44.39,168,7.5,219.941349,0.1025,0.0341,91.44385027,299,14,West_BFL,HAL_I
B1735,BFL,HWY.1.G1,HWY1,West,PD23-9,11.19,74,6.27,209,0.0835,0.03,86.56957929,383,17,West_BFL,HAL_I
B1736,BFL,ATA.1.G1,ATA1,TexMex,PD14-20,23.49,149,3.96,240,0.0482,0.0165,89.5480226,275,13.5,TexMex_BFL,HAL_II
B1738,BFL,NMX.1.G1,NMX1,West,PD23-10,18.89,68,10.14,206.9387755,0.1456,0.049,92.88461538,403,18,West_BFL,HAL_I
B1739,BFL,PDL.4.G1,PDL4,West,PD23-11,NA,28,3.72,254.7945205,0.0471,0.0146,89.04109589,292,15.5,West_BFL,HAL_I
B1740,BFL,AWR.1.G1,AWR1,Filipes,PD23-12,NA,NA,NA,NA,NA,NA,NA,366,15,Filipes_BFL,FIL
B1741,BFL,WBW.16.G4,WBW16,Sym,PD23-13,4.99,88,2.58,209.7560976,0.0328,0.0123,92.34234234,337,16,Sym_BFL,HAL_II
K1002,KINGS,COL.6.G1,COL6,Sym,PD12-1,33.29,106,10.44,235.6659142,0.1511,0.0443,83.11284047,633,10.5,Sym_KINGS,HAL_II
K1003,KINGS,UVL.1A.G3,UVL1A,Sym,PD4-14,97.69,253,9.18,234.7826087,0.1285,0.0391,92.16494845,572,13,Sym_KINGS,HAL_II
K1004,KINGS,ESE.2.G1,ESE2,CenTex,PD12-2,139.79,478,11.38,188.410596,0.1739,0.0604,87.71251932,671,13,CenTex_KINGS,HAL_I
K1005,KINGS,ART.1.G2,ART1,West,PD12-3,50.19,188,15.58,207.4567244,0.2403,0.0751,89.4907909,639,13.5,West_KINGS,HAL_I
K1007,KINGS,PDL.4.G1,PDL4,West,PD12-4,168.49,257,15.32,217.6136364,0.2152,0.0704,83.69942197,575,16.5,West_KINGS,HAL_I
K1008,KINGS,CNF.2.G1,CNF2,West,PD12-5,79.49,164,14.33,191.0666667,0.2133,0.075,82.61648746,647,13.5,West_KINGS,HAL_I
K1009,KINGS,ZAP.1.G1,ZAP1,Filipes,PD12-6,207.2,314,21.56,204.7483381,0.334,0.1053,91.15185333,524,15,Coastal_KINGS,FIL
K1010,KINGS,FIL.2A.G2,FIL2A,Filipes,PD12-7,412.3,489,25.56,181.405252,0.4215,0.1409,84.69664956,516,13.5,Filipes_KINGS,FIL
K1011,KINGS,PAB.1.F,PAB1,Filipes,PD12-8,189.69,287,7.77,156.3380282,0.1314,0.0497,89.28961749,606,15.5,Coastal_KINGS,FIL
K1013,KINGS,NDP.2.G3,NDP2,Filipes,PD15-1,135.69,202,8.54,190.625,0.1346,0.0448,89.35323383,563,15,Filipes_KINGS,FIL
K1014,KINGS,PCR.61.G1,PCR61,West,PD9-12,59.09,183,14.42,186.545925,0.2538,0.0773,87.72365805,534,15,West_KINGS,HAL_I
K1015,KINGS,LOS.2.G1,LOS2,West,PD12-9,58.89,139,8.72,177.9591837,0.1405,0.049,85.91549296,573,16,West_KINGS,HAL_I
K1016,KINGS,SMT.1.G2,SMT1,TexMex,PD12-10,36.79,258,4.92,274.8603352,0.0681,0.0179,89.96415771,544,16,TexMex_KINGS,HAL_II
K1017,KINGS,COL.6.G1,COL6,Sym,PD12-11,14.19,98,7.89,214.986376,0.1179,0.0367,84.49531738,461,15,Sym_KINGS,HAL_II
K1101,KINGS,ELG.50.G2,ELG50,West,PD6-9,66.09,140,18.98,218.1609195,0.309,0.087,91.62195625,533,15,West_KINGS,HAL_I
K1102,KINGS,SLS.5.G3,SLS5,TexMex,PD12-12,166.19,540,8.17,208.9514066,0.1258,0.0391,91.64904863,558,16.5,TexMex_KINGS,HAL_II
K1103,KINGS,PAJ.17.G1,PAJ17,Sym,PD3-11,118.49,443,8.76,231.7460317,0.1145,0.0378,91.20095125,584,18.5,Sym_KINGS,HAL_II
K1104,KINGS,BUS.3.G1,BUS3,West,PD12-13,128.99,313,11.44,182.4561404,0.1845,0.0627,91.51014275,518,17,West_KINGS,HAL_I
K1104(2),KINGS,BUS.3.G1,BUS3,West,PD24-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K1106,KINGS,SVN.3.G2,SVN3,West,PD9-18,260.5,557,18.35,188.2051282,0.3197,0.0975,92.39085239,559,15,West_KINGS,HAL_I
K1108,KINGS,KIC.6.G3,KIC6,TexMex,PD15-3,67.49,312,5.91,195.049505,0.0816,0.0303,86.80203046,589,17.5,TexMex_KINGS,HAL_II
K1109,KINGS,SNO.7.G1,SNO7,West,PD15-4,43.39,178,14.93,234.0125392,0.2421,0.0638,92.28778468,599,17,West_KINGS,HAL_I
K1110,KINGS,UVL.1A.G3,UVL1A,Sym,PD4-15,97.19,325,11.7,231.6831683,0.1517,0.0505,89.63684677,592,14.5,Sym_KINGS,HAL_II
K1111,KINGS,MCM.1.G1,MCM1,Filipes,PD15-5,228.9,495,13.19,228.5961872,0.1766,0.0577,92.81811085,599,19.5,Filipes_KINGS,FIL
K1112,KINGS,ESE.2.G1,ESE2,CenTex,PD12-14,70.69,304,11.01,210.1145038,0.1536,0.0524,85.76271186,536,16,CenTex_KINGS,HAL_I
K1113,KINGS,BOS.3.G1,BOS3,West,PD12-15,77.59,242,12.66,163.5658915,0.2022,0.0774,88.13559322,583,15.5,West_KINGS,HAL_I
K1114,KINGS,CCG.5.G1,CCG5,West,PD6-18,57.49,278,8.99,197.5824176,0.1384,0.0455,89.49903661,583,19.5,West_KINGS,HAL_I
K1115,KINGS,BEL.3.G1,BEL3,CenTex,PD12-16,59.49,285,6.84,212.4223602,0.0949,0.0322,83.82352941,519,18.5,CenTex_KINGS,HAL_I
K1116,KINGS,ART.1.G2,ART1,West,PD15-6,345.6,660,12.17,202.4958403,0.1713,0.0601,89.31726908,509,16,West_KINGS,HAL_I
K1117,KINGS,RAN.5.G1,RAN5,West,PD15-7,105.79,237,14.05,182.230869,0.2111,0.0771,89.93288591,589,14,West_KINGS,HAL_I
K1118,KINGS,LAR.1A.G2,LAR1A,Filipes,PD15-8,121.39,145,16.69,191.3990826,0.2248,0.0872,89.23476005,494,15,Filipes_KINGS,FIL
K1201,KINGS,HAM.1.G1,HAM1,TexMex,PD15-9,63.09,189,5.24,211.2903226,0.0733,0.0248,86.14564831,547,12,TexMex_KINGS,HAL_II
K1202,KINGS,LBY.3.G2,LBY3,West,PD8-17,140.89,360,12.56,227.124774,0.2105,0.0553,90.65420561,563,15,West_KINGS,HAL_I
K1203,KINGS,HAM.1.G1,HAM1,TexMex,PD15-10,53.39,163,5.19,186.0215054,0.0786,0.0279,84.07960199,606,16.5,TexMex_KINGS,HAL_II
K1204,KINGS,HDS.1.G1,HDS1,CenTex,PD15-11,70.89,309,8.79,203.9443155,0.1205,0.0431,84.68271335,645,17.5,CenTex_KINGS,HAL_I
K1205,KINGS,PAJ.17.G1,PAJ17,Sym,PD3-12,55.39,357,10.12,236.4485981,0.1339,0.0428,87.51200768,710,12,Sym_KINGS,HAL_II
K1206,KINGS,GRA.1.G1,GRA1,West,PD15-12,163.59,409,9.01,195.8695652,0.136,0.046,86.62175168,555,11.5,West_KINGS,HAL_I
K1207,KINGS,CLA.1A.G1,CLA1A,West,PD12-17,73.69,332,9.61,207.5593952,0.1448,0.0463,87.71148709,524,15.5,West_KINGS,HAL_I
K1208,KINGS,PDF.1.G1,PDF1,West,PD2-14,26.89,81,9,176.4705882,0.1302,0.051,77.95275591,689,37.5,West_KINGS,HAL_I
K1209,KINGS,SEM.2A.G2,SEM2A,TexMex,PD3-14,54.79,209,5.86,198.6440678,0.0716,0.0295,73.6013986,588,21.5,TexMex_KINGS,HAL_II
K1210,KINGS,CLD.3.G1,CLD3,West,PD12-18,81.19,180,15.76,201.7925736,0.2666,0.0781,88.53922029,458,15,West_KINGS,HAL_I
K1211,KINGS,CHA.2.G1,CHA2,West,PD5-14,55.29,161,8.32,202.9268293,0.136,0.041,88.04448563,551,19,West_KINGS,HAL_I
k1212,KINGS,BME.2.G1,BME2,West,PD7-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K1213,KINGS,LBY.3.G2,LBY3,West,PD8-18,87.69,265,13.82,203.8348083,0.2226,0.0678,88.96551724,454,13.5,West_KINGS,HAL_I
K1214,KINGS,NDP.2.G3,NDP2,Filipes,PD15-13,299.6,543,9.73,191.5354331,0.1416,0.0508,85.25821596,563,21,Filipes_KINGS,FIL
K1215,KINGS,GNF.1.G1,GNF1,Filipes,PD12-19,73.89,104,9.67,185.2490421,0.1571,0.0522,90.27538726,541,17,Filipes_KINGS,FIL
K1216,KINGS,FIL.2A.G2,FIL2A,Filipes,PD12-20,438.7,526,20.33,164.7487844,0.364,0.1234,97.09443099,543,14,Filipes_KINGS,FIL
K1217,KINGS,ELG.56.G2,ELG56,West,PD6-15,29.09,123,15.3,212.5,0.2134,0.072,93.39498018,456,12.5,West_KINGS,HAL_I
K1301,KINGS,SLS.5.G3,SLS5,TexMex,PD12-21,161.4,364,8.86,199.1011236,0.1267,0.0445,88.48223897,553,17,TexMex_KINGS,HAL_II
K1302,KINGS,LME.5.G1,LME5,West,PD9-9,108.39,311,13.87,195.0773558,0.1966,0.0711,86.79114799,571,16.5,West_KINGS,HAL_I
K1303,KINGS,CRS.3.G1,CRS3,West,PD12-22,179.09,305,22,217.6063304,0.3589,0.1011,91.12760693,575,14,West_KINGS,HAL_I
K1304,KINGS,BUR.8.G1,BUR8,Sym,PD5-11,140.99,285,6.77,184.4686649,0.1028,0.0367,79.73462002,625,25,Sym_KINGS,HAL_II
K1305,KINGS,NOH.5.G2,NOH5,Filipes,PD12-23,98.19,503,7.99,255.2715655,0.101,0.0313,84.89646772,574,19.5,Coastal_KINGS,FIL
K1306,KINGS,ARB.1.G2,ARB1,CenTex,PD1-11,105.59,387,11.23,200.8944544,0.1747,0.0559,80.10788941,577,19,CenTex_KINGS,HAL_I
K1307,KINGS,STW.12.G1,STW12,CenTex,PD12-24,114.89,328,7.2,211.143695,0.107,0.0341,91.125,538,19.5,CenTex_KINGS,HAL_I
K1308,KINGS,CLD.3.G1,CLD3,West,PD12-25,9.99,177,11.72,187.8205128,0.165,0.0624,82.74193548,614,24,West_KINGS,HAL_I
K1309,KINGS,PIS.2.G2,PIS2,Sym,PD15-14,NA,80,6.7,187.67507,0.0823,0.0357,69.76047904,760,36,Sym_KINGS,HAL_II
K1310,KINGS,SPR.30.G3,SPR30,West,PD15-15,87.99,316,15.3,179.1569087,0.25,0.0854,81.72790467,597,17.5,West_KINGS,HAL_I
K1311,KINGS,ARB.1.G2,ARB1,CenTex,PD1-12,121.19,374,11.6,176.8292683,0.1911,0.0656,88.88101983,596,17,CenTex_KINGS,HAL_I
K1312,KINGS,SAN.9.G1,SAN9,TexMex,PD15-16,98.39,442,5.18,202.34375,0.0693,0.0256,79.31034483,527,18,TexMex_KINGS,HAL_II
K1314,KINGS,BBD.5.G1,BBD5,TexMex,PD12-27,147.39,290,6.35,194.7852761,0.0857,0.0326,84.28571429,552,21.5,TexMex_KINGS,HAL_II
K1315,KINGS,SAP.6.G1,SAP6,TexMex,PD15-17,59.49,215,9.27,192.3236515,0.1394,0.0482,76.5743073,534,20.5,TexMex_KINGS,HAL_II
K1316,KINGS,LBY.3.G2,LBY3,West,PD8-19,56.49,188,20.22,235.6643357,0.3093,0.0858,85.89546503,479,14,West_KINGS,HAL_I
K1317,KINGS,LAR.1A.G2,LAR1A,Filipes,PD15-18,380.9,368,20.96,176.7284992,0.2986,0.1186,90.1352028,525,21.5,Filipes_KINGS,FIL
K1318,KINGS,WBW.16.G4,WBW16,Sym,PD12-28,44.19,195,6.23,198.4076433,0.078,0.0314,81.04347826,497,19,Sym_KINGS,HAL_II
K1401,KINGS,BEE.1A.G3,BEE1A,Sym,PD1-17,106.69,230,13.93,196.4739069,0.1997,0.0709,92.3297491,572,13,Sym_KINGS,HAL_II
K1402,KINGS,MKF.1.G1,MKF1,CenTex,PD15-19,134.99,370,12.17,223.7132353,0.1789,0.0544,91.07534748,466,12.5,CenTex_KINGS,HAL_I
K1403,KINGS,POI.3.G4,POI3,Sym,PD15-20,75.09,327,9.61,202.742616,0.1201,0.0474,86.54761905,615,8,Sym_KINGS,HAL_II
K1404,KINGS,SMF.BK.F,SMFBK,CenTex,PD15-21,80.39,265,12.17,230.4924242,0.1803,0.0528,86.6757308,463,9,CenTex_KINGS,HAL_I
K1405,KINGS,SLS.5.G3,SLS5,TexMex,PD15-22,113.99,360,10.29,200.1945525,0.1489,0.0514,86.05472198,491,10.5,TexMex_KINGS,HAL_II
K1406,KINGS,ALI.4.G1,ALI4,West,PD12-29,123.39,304,9.43,192.8425358,0.1782,0.0489,NA,457,16,West_KINGS,HAL_I
K1407,KINGS,COR.18.G2,COR18,TexMex,PD15-23,41.49,120,10.33,225.0544662,0.1646,0.0459,92.30171073,498,13,TexMex_KINGS,HAL_II
K1408,KINGS,DRB.1.G4,DRB1,TexMex,PD15-24,38.09,176,7.35,193.9313984,0.0957,0.0379,87.04819277,487,15.5,TexMex_KINGS,HAL_II
K1409,KINGS,BBD.5.G1,BBD5,TexMex,PD12-30,27.69,135,8.72,213.202934,0.1179,0.0409,77.38693467,489,16,TexMex_KINGS,HAL_II
K1410,KINGS,SPE.34.G2,SPE34,West,PD3-17,42.29,172,6.49,186.4942529,0.0988,0.0348,86.95652174,445,15.5,West_KINGS,HAL_I
K1411,KINGS,SAP.6.G1,SAP6,TexMex,PD15-25,27.29,108,11.82,292.5742574,0.1726,0.0404,93.16420014,507,15.5,TexMex_KINGS,HAL_II
K1412,KINGS,ELG.50.G2,ELG50,West,PD6-10,50.49,132,14.98,233.3333333,0.2099,0.0642,91.17647059,510,17,West_KINGS,HAL_I
K1413,KINGS,PCR.61.G1,PCR61,West,PD9-13,106.19,226,16.13,189.5417156,0.2855,0.0851,91.46508444,465,15.5,West_KINGS,HAL_I
K1414,KINGS,GNH.10.G2,GNH10,Sym,PD2-11,145.89,320,13.13,199.2412747,0.1764,0.0659,86.19344774,562,10,Sym_KINGS,HAL_II
K1415,KINGS,PDS.1.G1,PDS1,West,PD15-26,125.09,270,19.9,210.8050847,0.3042,0.0944,89.01145524,464,17,West_KINGS,HAL_I
K1416,KINGS,SPE.34.G2,SPE34,West,PD3-18,65.29,256,7.2,203.9660057,0.1126,0.0353,89.67517401,421,14.5,West_KINGS,HAL_I
K1417,KINGS,BBF.5.G1,BBF5,TexMex,PD1-14,48.19,120,7.51,222.1893491,0.0958,0.0338,81.04575163,478,18,TexMex_KINGS,HAL_II
K1501,KINGS,AWR.1.G1,AWR1,Filipes,PD15-27,133.29,205,13.18,211.2179487,0.1997,0.0624,97.44499645,531,15.5,Filipes_KINGS,FIL
K1502,KINGS,GRA.1.G1,GRA1,West,PD15-28,117.19,290,15.44,201.303781,0.2555,0.0767,91.45780051,637,16,West_KINGS,HAL_I
K1503,KINGS,CNF.2.G1,CNF2,West,PD11-1,120.19,245,14.29,194.4217687,0.2036,0.0735,85.70487484,572,17,West_KINGS,HAL_I
K1504,KINGS,LAR.1A.G2,LAR1A,Filipes,PD15-29,344.9,434,12.14,242.3153693,0.1431,0.0501,90.90909091,503,16,Filipes_KINGS,FIL
K1505,KINGS,PAB.1.F,PAB1,Filipes,PD15-30,298.2,379,17.1,179.0575916,0.2919,0.0955,89.96793404,571,14.5,Coastal_KINGS,FIL
K1506,KINGS,PAJ.17.G1,PAJ17,Sym,PD3-13,34.79,184,11.59,241.4583333,0.1452,0.048,90.08341057,562,19.5,Sym_KINGS,HAL_II
K1508,KINGS,GMO.5.G1,GMO5,West,PD8-14,103.29,191,15.94,193.2121212,0.2584,0.0825,91.80584551,581,14.5,West_KINGS,HAL_I
K1509,KINGS,GEO.1A.G1,GEO1A,West,PD6-12,36.89,145,9.09,188.1987578,0.1369,0.0483,89.76697062,586,21,West_KINGS,HAL_I
K1510,KINGS,POI.3.G4,POI3,Sym,PD24-13,188.99,760,6.65,191.091954,0.0915,0.0348,94.02985075,637,23,Sym_KINGS,HAL_II
K1511,KINGS,PDB.2.G2,PDB2,West,PD16-1,93.99,444,11.76,169.4524496,0.1798,0.0694,88.32,555,15,West_KINGS,HAL_I
K1512,KINGS,NOH.5.G2,NOH5,Filipes,PD16-2,135.89,345,11.77,208.3185841,0.1639,0.0565,64.85507246,595,18,Coastal_KINGS,FIL
K1513,KINGS,SNO.7.G1,SNO7,West,PD16-3,73.19,173,13.26,186.7605634,0.2051,0.071,94.83734088,540,15,West_KINGS,HAL_I
K1514,KINGS,MCR.19.G2,MCR19,West,PD16-4,157.69,430,17.48,211.1111111,0.2932,0.0828,95.63636364,545,15.5,West_KINGS,HAL_I
K1515,KINGS,CCO.2.F,CCO2,West,PD11-2,42.69,203,10,219.7802198,0.1508,0.0455,90,476,14,West_KINGS,HAL_I
K1516,KINGS,KNT.14A.G2,KNT14A,West,PD16-5,81.39,234,20.69,229.6337403,0.3147,0.0901,91.93614409,571,10.5,West_KINGS,HAL_I
K1518,KINGS,PIN.1.G2,PIN1,West,PD16-7,35.79,108,10.3,179.4425087,0.1719,0.0574,90.15748031,414,14.5,West_KINGS,HAL_I
K1603,KINGS,PDB.2.G2,PDB2,West,PD16-10,122.99,385,11.16,276.2376238,0.1825,0.0404,89.93670886,497,12,West_KINGS,HAL_I
K1604,KINGS,DRB.1.G4,DRB1,TexMex,PD16-11,58.99,273,8.57,264.5061728,0.116,0.0324,92.07048458,522,17,TexMex_KINGS,HAL_II
K1605,KINGS,BEX.14.G1,BEX14,CenTex,PD11-3,99.19,303,13.39,169.9238579,0.1884,0.0788,80.58823529,494,18.5,CenTex_KINGS,HAL_I
K1606,KINGS,CRC.1.G1,CRC1,West,PD5-17,120.19,358,8.92,172.2007722,0.1695,0.0518,91.31109387,498,17,West_KINGS,HAL_I
K1607,KINGS,ELG.50.G2,ELG50,West,PD6-11,90.99,295,19.75,196.1271102,0.2858,0.1007,86.01301115,545,12,West_KINGS,HAL_I
K1608,KINGS,SEV.2.G1,SEV2,West,PD9-15,71.59,216,14.53,183.2282472,0.2331,0.0793,88.9017341,469,17.5,West_KINGS,HAL_I
K1609,KINGS,SMT.1.G2,SMT1,TexMex,PD16-12,41.09,140,7.25,230.1587302,0.1186,0.0315,NA,453,22,TexMex_KINGS,HAL_II
K1610,KINGS,CCO.2.F,CCO2,West,PD11-4,45.49,248,9.48,220.979021,0.1348,0.0429,89.5711501,541,12,West_KINGS,HAL_I
K1611,KINGS,ARR.1A.G2,ARR1A,West,PD11-5,24.19,140,7.94,198.0049875,0.1102,0.0401,84.25480769,526,20,West_KINGS,HAL_I
K1614,KINGS,CAM.1.G1,CAM1,Filipes,PD11-6,491.1,469,23.96,185.8805275,0.4046,0.1289,89.51298701,524,17,Filipes_KINGS,FIL
K1615,KINGS,NUE.1.F,NUE1,Filipes,PD16-15,382.1,388,24.21,167.1961326,0.4529,0.1448,86.2783534,484,19.5,Coastal_KINGS,FIL
K1616,KINGS,NMX.1.G1,NMX1,West,PD16-16,73.69,183,15.76,186.5088757,0.2738,0.0845,89.67314069,502,12,West_KINGS,HAL_I
K1617,KINGS,PDF.1.G1,PDF1,West,PD2-15,74.39,240,11.27,201.25,0.1516,0.056,NA,500,15,West_KINGS,HAL_I
K1703,KINGS,GRA.1.G1,GRA1,West,PD16-19,97.39,290,11.66,218.3520599,0.1683,0.0534,87.04545455,562,18.5,West_KINGS,HAL_I
K1704,KINGS,STW.12.G1,STW12,CenTex,PD16-20,69.19,350,8.33,244.2815249,0.1116,0.0341,88.67276888,580,19,CenTex_KINGS,HAL_I
K1705,KINGS,SPJ.2.G2,SPJ2,CenTex,PD4-11,70.39,297,11.1,185.9296482,0.1581,0.0597,83.319221,569,22,CenTex_KINGS,HAL_I
K1706,KINGS,HAL.2.G1,HAL2,CenTex,PD4-20,101.99,375,12.66,305.7971014,0.1958,0.0414,87.28094969,549,19,CenTex_KINGS,HAL_I
K1707,KINGS,COR.18.G2,COR18,TexMex,PD16-21,102.19,284,12.79,303.8004751,0.1878,0.0421,90.89207735,581,20.5,TexMex_KINGS,HAL_II
K1708,KINGS,HUE.19.G2,HUE19,Sym,PD16-22,105.99,344,6.14,188.9230769,0.091,0.0325,86.66666667,652,17,Sym_KINGS,HAL_II
K1709,KINGS,DRB.1.G4,DRB1,TexMex,PD16-23,348.7,488,12.28,208.1355932,0.1723,0.059,87.82945736,441,19.5,TexMex_KINGS,HAL_II
K1710,KINGS,SAN.9.G1,SAN9,TexMex,PD16-24,39.89,225,4.2,242.7745665,0.0537,0.0173,81.79775281,562,18.5,TexMex_KINGS,HAL_II
K1711,KINGS,COR.18.G2,COR18,TexMex,PD16-25,11.39,69,6.93,217.9245283,0.0926,0.0318,85.63380282,562,19.5,TexMex_KINGS,HAL_II
K1712,KINGS,SEV.2.G1,SEV2,West,PD9-16,57.49,174,13.62,192.3728814,0.211,0.0708,87.40648379,437,17,West_KINGS,HAL_I
K1713,KINGS,ZAP.1.G1,ZAP1,Filipes,PD16-26,274.8,330,18.73,211.1612176,0.2699,0.0887,85.91749644,510,21,Coastal_KINGS,FIL
K1714,KINGS,KER.10.G1,KER10,CenTex,PD16-27,102.89,269,11.43,257.4324324,0.1506,0.0444,79.96987952,510,18,CenTex_KINGS,HAL_I
K1715,KINGS,PAB.1.F,PAB1,Filipes,PD16-28,181.4,299,9.13,224.3243243,0.1367,0.0407,93.11348206,486,20,Coastal_KINGS,FIL
k1716,KINGS,PRT.4.G1,PRT4,West,PD7-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,West_KINGS,HAL_I
K1717,KINGS,ELG.56.G2,ELG56,West,PD6-16,70.59,242,17.55,179.4478528,0.2612,0.0978,86,599,20.5,West_KINGS,HAL_I
K1718,KINGS,CKR.15.G3,CKR15,West,PD7-16,40.59,153,13.66,191.3165266,0.2099,0.0714,86.88833124,483,17,West_KINGS,HAL_I
K1801,KINGS,CLA.1A.G1,CLA1A,West,PD11-7,52.39,214,8.11,190.3755869,0.1375,0.0426,83.17265557,576,19.5,West_KINGS,HAL_I
K1804,KINGS,NDP.2.G3,NDP2,Filipes,PD16-30,297.4,403,10.62,210.2970297,0.1445,0.0505,80.96468562,607,20,Filipes_KINGS,FIL
K1805,KINGS,CHA.2.G1,CHA2,West,PD5-15,116.89,427,8.45,191.1764706,0.1289,0.0442,80.4368471,474,14,West_KINGS,HAL_I
K1806,KINGS,KEN.3.G1,KEN3,TexMex,PD24-17,93.29,394,9.56,221.2962963,0.1377,0.0432,80.70025619,475,21,TexMex_KINGS,HAL_II
K1807,KINGS,PIS.2.G2,PIS2,Sym,PD24-18,139.69,583,6.05,206.4846416,0.0771,0.0293,81.15449915,535,16.5,Sym_KINGS,HAL_II
K1808,KINGS,ABI.1.G3,ABI1,CenTex,PD11-9,87.59,293,5.59,229.0983607,0.0668,0.0244,69.73684211,458,9.5,CenTex_KINGS,HAL_I
K1809,KINGS,EPS.1C.G1,EPS1C,Filipes,PD17-1,347.9,527,9.84,221.1235955,0.1376,0.0445,86.36363636,484,18,Filipes_KINGS,FIL
K1810,KINGS,ARR.1A.G2,ARR1A,West,PD11-10,155.89,330,11.67,210.6498195,0.1742,0.0554,86.08695652,530,20,West_KINGS,HAL_I
K1811,KINGS,MCM.1.G1,MCM1,Filipes,PD17-2,452.2,490,12.79,159.079602,0.2286,0.0804,85.07462687,543,17.5,Filipes_KINGS,FIL
K1812,KINGS,SNO.7.G1,SNO7,West,PD17-3,77.19,164,15.19,188.228005,0.2466,0.0807,81.52334152,571,18,West_KINGS,HAL_I
K1813,KINGS,HAM.1.G1,HAM1,TexMex,PD17-4,61.99,170,5.53,201.0909091,0.0765,0.0275,74.69512195,495,18,TexMex_KINGS,HAL_II
K1814,KINGS,ART.1.G2,ART1,West,PD11-11,68.89,124,17.29,196.9248292,0.2747,0.0878,84.11341134,524,15,West_KINGS,HAL_I
K1815,KINGS,PDF.1.G1,PDF1,West,PD2-16,112.39,296,12.27,221.0810811,0.1795,0.0555,85.16483516,517,15.5,West_KINGS,HAL_I
