plot_ID,SITE,line,genotype,location,lib_ID,BIOMASS,TC,AREA,SLA,FRESH,DRY,RWC,OP,MDWP,Group,Population
B1019,BFL,ELG.50.G2,ELG50,West,PD6-21,61.79,157,6.21,223.381295,0.082,0.0278,93.28743546,434,10,West_BFL,HAL_I
B1020,BFL,COM.12.G2,COM12,TexMex,PD8-22,37.89,142,6.05,224.9070632,0.0971,0.0269,93.72496662,361,11.5,TexMex_BFL,HAL_II
B1021,BFL,NUE.1.F,NUE1,Filipes,PD18-7,123.89,228,8.58,220.5655527,0.1096,0.0389,91.10824742,444,14.5,Coastal_BFL,FIL
B1022,BFL,CHA.2.G1,CHA2,West,PD5-24,57.59,208,5.36,308.045977,0.0696,0.0174,95.42961609,381,9.5,West_BFL,HAL_I
B1024,BFL,GEO.1A.G1,GEO1A,West,PD6-24,94.09,238,9.36,232.8358209,0.1377,0.0402,93.93063584,350,12,West_BFL,HAL_I
B1025,BFL,CRC.1.G1,CRC1,West,PD5-28,10.59,113,8.06,251.0903427,0.113,0.0321,91.93181818,397,13,West_BFL,HAL_I
B1026,BFL,UVL.1A.G3,UVL1A,Sym,PD4-24,79.99,234,6.72,252.6315789,0.0865,0.0266,90.62027231,387,12.5,Sym_BFL,HAL_II
B1029,BFL,EPS.1C.G1,EPS1C,Filipes,PD18-11,118.89,212,10.46,222.5531915,0.143,0.047,93.2038835,392,4.5,Filipes_BFL,FIL
B1030,BFL,COL.6.G1,COL6,Sym,PD18-12,178.39,362,10.78,197.4358974,0.1447,0.0546,91.75152749,424,13.5,Sym_BFL,HAL_II
B1032,BFL,KNT.14A.G2,KNT14A,West,PD18-14,74.49,247,11.37,204.8648649,0.1691,0.0555,91.53908139,500,9,West_BFL,HAL_I
B1033,BFL,CCO.2.F,CCO2,West,PD10-4,13.19,120,4.67,222.3809524,0.0699,0.021,NA,455,13,West_BFL,HAL_I
B1034,BFL,GRA.1.G1,GRA1,West,PD18-15,77.29,398,4.19,198.5781991,0.0603,0.0211,93.11163895,436,13.5,West_BFL,HAL_I
B1035,BFL,PIS.2.G2,PIS2,Sym,PD18-16,182.8,773,7.18,232.3624595,0.0971,0.0309,97.64011799,453,13.5,Sym_BFL,HAL_II
B1036,BFL,ART.1.G2,ART1,West,PD10-5,38.89,172,7.11,215.4545455,0.0959,0.033,90.37356322,421,14.5,West_BFL,HAL_I
B1037,BFL,JHC.3.G2,JHC3,TexMex,PD18-17,69.19,376,3.48,245.0704225,0.0451,0.0142,91.15044248,416,13.5,TexMex_BFL,HAL_II
B1039,BFL,LMA.4.G2,LMA4,CenTex,PD18-18,6.19,107,2.79,202.173913,0.0376,0.0138,90.49429658,337,11.5,CenTex_BFL,HAL_I
B1040,BFL,LAR.1A.G2,LAR1A,Filipes,PD18-19,44.4,168,6.83,216.1392405,0.0883,0.0316,92.04545455,390,14,Filipes_BFL,FIL
B1041,BFL,TNK.2.F,TNK2,West,PD18-20,NA,NA,3.81,260.9589041,0.0454,0.0146,90.85545723,315,14.5,West_BFL,HAL_I
B1102,BFL,SNO.7.G1,SNO7,West,PD18-21,62.89,127,8.5,198.5981308,0.1459,0.0428,95.55143652,439,8.5,West_BFL,HAL_I
B1104,BFL,LME.5.G1,LME5,West,PD9-21,10.79,44,5.83,203.1358885,0.0882,0.0287,93.99684044,367,9.5,West_BFL,HAL_I
B1105,BFL,SPR.30.G3,SPR30,West,PD18-22,10.59,43,5.36,205.3639847,0.0776,0.0261,98.28244275,380,10.5,West_BFL,HAL_I
B1106,BFL,CLD.3.G1,CLD3,West,PD10-6,36.09,107,8.49,217.6923077,0.1268,0.039,94.81641469,435,9.5,West_BFL,HAL_I
B1107,BFL,BEL.3.G1,BEL3,CenTex,PD10-7,34.49,160,4.28,256.2874251,0.055,0.0167,96.71717172,357,9,CenTex_BFL,HAL_I
B1108,BFL,BUR.8.G1,BUR8,Sym,PD5-21,89.9,230,5.45,223.3606557,0.0738,0.0244,100,458,10.5,Sym_BFL,HAL_II
B1109,BFL,LMA.4.G2,LMA4,CenTex,PD18-23,48.89,138,4.94,230.8411215,0.0664,0.0214,96.77419355,419,9,CenTex_BFL,HAL_I
B1110,BFL,KIC.6.G3,KIC6,TexMex,PD18-24,194.6,385,6.95,190.9340659,0.1013,0.0364,98.33333333,440,11,TexMex_BFL,HAL_II
B1111,BFL,CHA.2.G1,CHA2,West,PD5-25,16.29,77,3.62,241.3333333,0.0512,0.015,95.76719577,324,6.5,West_BFL,HAL_I
B1113,BFL,CCG.5.G1,CCG5,West,PD6-29,25.59,73,4.65,239.6907216,0.0686,0.0194,96.66011788,452,7.5,West_BFL,HAL_I
B1114,BFL,BBF.5.G1,BBF5,TexMex,PD1-24,18.79,72,5.55,231.25,0.0763,0.024,95.61243144,399,11,TexMex_BFL,HAL_II
B1115,BFL,GEO.1A.G1,GEO1A,West,PD6-25,125.69,220,10.81,227.5789474,0.1526,0.0475,96.86635945,364,8.5,West_BFL,HAL_I
B1116,BFL,NOH.5.G2,NOH5,Filipes,PD10-8,97.29,330,4.12,219.1489362,0.053,0.0188,96.61016949,482,16,Coastal_BFL,FIL
B1118,BFL,BBD.5.G1,BBD5,TexMex,PD10-10,135.69,217,6.75,214.9681529,0.0914,0.0314,94.78672986,345,10.5,TexMex_BFL,HAL_II
B1119,BFL,SPE.34.G2,SPE34,West,PD3-27,142.69,320,9.63,219.8630137,0.138,0.0438,93.26732673,354,12,West_BFL,HAL_I
B1120,BFL,MCR.19.G2,MCR19,West,PD18-26,82.39,160,6.18,217.6056338,0.0797,0.0284,93.27272727,388,15.5,West_BFL,HAL_I
B1121,BFL,HAM.1.G1,HAM1,TexMex,PD18-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,TexMex_BFL,HAL_II
B1122,BFL,NDP.2.G3,NDP2,Filipes,PD18-28,107.69,172,7.5,228.6585366,0.0959,0.0328,94.03874814,402,9,Filipes_BFL,FIL
B1123,BFL,SLS.5.G3,SLS5,TexMex,PD18-29,241.59,381,6.97,205.6047198,0.0951,0.0339,91.89189189,448,13.5,TexMex_BFL,HAL_II
B1124,BFL,DRB.1.G4,DRB1,TexMex,PD18-30,84.59,258,6.96,274.015748,0.092,0.0254,94.20084866,379,13.5,TexMex_BFL,HAL_II
B1125,BFL,BEX.14.G1,BEX14,CenTex,PD10-11,147.69,220,9.08,221.4634146,0.1277,0.041,94.85776805,403,12,CenTex_BFL,HAL_I
B1126,BFL,SNO.7.G1,SNO7,West,PD19-1,169.69,210,11.18,220.5128205,0.1693,0.0507,95.03205128,358,12.5,West_BFL,HAL_I
B1127,BFL,BEE.1A.G3,BEE1A,Sym,PD1-27,155.89,183,8.55,206.5217391,0.1089,0.0414,89.28571429,458,14.5,Sym_BFL,HAL_II
B1129,BFL,SEM.2A.G2,SEM2A,TexMex,PD3-24,49.09,81,4.92,222.6244344,0.0684,0.0221,91.68316832,475,11,TexMex_BFL,HAL_II
B1130,BFL,GNF.1.G1,GNF1,Filipes,PD19-2,258.49,268,7.27,226.4797508,0.0882,0.0321,94.92385787,452,12.5,Filipes_BFL,FIL
B1131,BFL,SMT.1.G2,SMT1,TexMex,PD19-3,105.89,343,6.41,249.4163424,0.085,0.0257,92.65625,432,8.5,TexMex_BFL,HAL_II
B1132,BFL,KER.10.G1,KER10,CenTex,PD19-4,120.89,230,8.27,195.5082742,0.1267,0.0423,96.34703196,465,15.5,CenTex_BFL,HAL_I
B1133,BFL,ARB.1.G2,ARB1,CenTex,PD1-21,76.09,150,8.3,221.3333333,0.1174,0.0375,98.76390606,419,11.5,CenTex_BFL,HAL_I
B1134,BFL,SPR.30.G3,SPR30,West,PD19-5,NA,NA,5.01,184.8708487,0.0705,0.0271,90.98532495,450,12.5,West_BFL,HAL_I
B1135,BFL,ALI.4.G1,ALI4,West,PD10-13,NA,NA,3.66,259.5744681,0.0524,0.0141,96.23115578,408,13,West_BFL,HAL_I
B1136,BFL,POI.3.G4,POI3,Sym,PD19-6,127.39,366,5.6,210.5263158,0.0672,0.0266,90.02217295,499,18,Sym_BFL,HAL_II
B1137,BFL,KIC.6.G3,KIC6,TexMex,PD19-7,284.3,280,12.14,203.3500838,0.1744,0.0597,92.12851406,419,12.5,TexMex_BFL,HAL_II
B1139,BFL,SPE.34.G2,SPE34,West,PD3-28,45.89,124,5.25,235.426009,0.0724,0.0223,93.82022472,390,13,West_BFL,HAL_I
B1140,BFL,ARA.1.G1,ARA1,Filipes,PD10-14,92.7,119,14.07,194.0689655,0.2126,0.0725,91.0923277,441,13.5,Filipes_BFL,FIL
B1141,BFL,NUE.1.F,NUE1,Filipes,PD19-8,79.19,256,6.96,213.4969325,0.0925,0.0326,93.44773791,384,13.5,Coastal_BFL,FIL
B1201,BFL,SAP.6.G1,SAP6,TexMex,PD19-9,34.19,201,10.51,204.8732943,0.1707,0.0513,NA,343,11.5,TexMex_BFL,HAL_II
B1202,BFL,CCL.1.F,CCL1,West,PD10-15,8.89,91,6.11,225.4612546,0.08,0.0271,91.84027778,332,13,West_BFL,HAL_I
B1203,BFL,PRT.4.G1,PRT4,West,PD7-21,43.2,239,8.89,259.1836735,0.1129,0.0343,89.52164009,352,9.5,West_BFL,HAL_I
B1204,BFL,PDB.2.G2,PDB2,West,PD19-10,29.99,122,6.25,207.641196,0.0515,0.0301,32.72171254,487,8.5,West_BFL,HAL_I
B1205,BFL,BEE.1A.G3,BEE1A,Sym,PD1-28,106.5,188,12.24,172.1518987,0.1912,0.0711,97.48376623,440,9.5,Sym_BFL,HAL_II
B1206,BFL,SEM.2A.G2,SEM2A,TexMex,PD3-25,60.69,423,3.12,240,0.0395,0.013,96.01449275,327,7,TexMex_BFL,HAL_II
B1207,BFL,CBS.6.G1,CBS6,CenTex,PD4-27,45.79,375,4.67,244.5026178,0.0586,0.0191,92.94117647,364,11.5,CenTex_BFL,HAL_I
B1208,BFL,HUE.19.G2,HUE19,Sym,PD25-3,64.5,246,5.02,229.2237443,0.0588,0.0219,96.59685864,357,13.5,Sym_BFL,HAL_II
B1209,BFL,DOF.11.G1,DOF11,TexMex,PD19-11,82,507,4.75,220.9302326,0.0624,0.0215,90.68736142,373,12.5,TexMex_BFL,HAL_II
B1210,BFL,ART.1.G2,ART1,West,PD10-16,49.99,118,8.28,237.9310345,0.1186,0.0348,94.68926554,420,14,West_BFL,HAL_I
B1211,BFL,CRS.3.G1,CRS3,West,PD19-12,51.79,205,9.5,220.9302326,0.1415,0.043,93.36492891,428,11,West_BFL,HAL_I
B1212,BFL,ESE.2.G1,ESE2,CenTex,PD19-13,NA,NA,5.83,186.8589744,0.0881,0.0312,NA,512,9.5,CenTex_BFL,HAL_I
B1213,BFL,FIL.2A.G2,FIL2A,Filipes,PD19-14,546.7,572,24.65,177.9783394,0.4078,0.1385,90.24798928,379,14,Filipes_BFL,FIL
B1215,BFL,ELG.56.G2,ELG56,West,PD6-27,125.2,235,9.72,206.8085106,0.1227,0.047,83.37004405,408,17,West_BFL,HAL_I
B1216,BFL,KNT.14A.G2,KNT14A,West,PD19-16,121.39,317,13.01,238.7155963,0.1931,0.0545,90.05847953,417,14.5,West_BFL,HAL_I
B1217,BFL,PAJ.17.G1,PAJ17,Sym,PD3-22,226.4,532,4.48,271.5151515,0.0514,0.0165,88.80407125,526,15.5,Sym_BFL,HAL_II
B1218,BFL,CHA.2.G1,CHA2,West,PD5-26,123.69,417,5.72,228.8,0.0715,0.025,86.43122677,456,15,West_BFL,HAL_I
B1220,BFL,ATA.1.G1,ATA1,TexMex,PD10-17,226.8,669,3.93,247.1698113,0.0413,0.0159,81.41025641,514,18,TexMex_BFL,HAL_II
B1221,BFL,UVL.1A.G3,UVL1A,Sym,PD4-25,269.4,640,8.35,206.1728395,0.1185,0.0405,89.44954128,376,14,Sym_BFL,HAL_II
B1222,BFL,TNK.2.F,TNK2,West,PD19-17,147.29,417,9.18,223.902439,0.1334,0.041,89.88326848,521,13.5,West_BFL,HAL_I
B1223,BFL,HWY.1.G1,HWY1,West,PD25-4,85.59,311,8.07,246.0365854,0.108,0.0328,88.3666275,451,17.5,West_BFL,HAL_I
B1224,BFL,ART.1.G2,ART1,West,PD10-18,62.79,207,5.7,261.4678899,0.0835,0.0218,92.22720478,499,14.5,West_BFL,HAL_I
B1225,BFL,ARR.1A.G2,ARR1A,West,PD10-19,198.19,557,6.86,178.1818182,0.1071,0.0385,94.75138122,523,18,West_BFL,HAL_I
B1226,BFL,ESE.2.G1,ESE2,CenTex,PD19-18,164.99,411,8.78,217.3267327,0.1119,0.0404,81.15777526,421,9.5,CenTex_BFL,HAL_I
B1227,BFL,POI.3.G4,POI3,Sym,PD19-19,159.4,452,5.81,211.2727273,0.0709,0.0275,87.5,661,21.5,Sym_BFL,HAL_II
B1228,BFL,CRS.3.G1,CRS3,West,PD19-20,207,287,10.6,217.2131148,0.161,0.0488,88.69565217,516,17,West_BFL,HAL_I
B1229,BFL,GRA.1.G1,GRA1,West,PD19-21,149.99,369,10.32,208.9068826,0.1276,0.0494,81.28898129,515,17,West_BFL,HAL_I
B1230,BFL,CNF.2.G1,CNF2,West,PD10-20,148.99,295,9.14,207.7272727,0.107,0.044,72,497,20,West_BFL,HAL_I
B1231,BFL,DOF.11.G1,DOF11,TexMex,PD19-22,209.19,625,5.95,216.3636364,0.0776,0.0275,80.6763285,413,15.5,TexMex_BFL,HAL_II
